Template Name,Template Display Name,Point Name,Data Type,Unit,Unit Symbol,Access Type,point_shorten
Generator,Generator,Total Percent Power,Float,percent,%,READONLY,ABCD
Generator,Generator,Total Power,Double,kilowatt,kW,READONLY,ABCD
Generator,Generator,Total Reactive Power,Double,volt amps reactive,VAR,READONLY,ABCD
Generator,Generator,Trip Status,String,unitless,-,READONLY,ABCD
Generator,Generator,Under Speed Alarm,String,unitless,-,READONLY,ABCD
Generator,Generator,Voltage Phase R B,Double,volt,V,READONLY,ABCD
Generator,Generator,Voltage Phase R Y,Double,volt,V,READONLY,ABCD
Generator,Generator,Voltage Phase Y B,Double,volt,V,READONLY,ABCD
Generator,Generator,Y Phase Current,Double,ampere,A,READONLY,ABCD
Generator,Generator,Y Phase Power,Double,kilowatt,kW,READONLY,ABCD
Generator,Generator,Y Phase Power Factor,Float,unitless,-,READONLY,ABCD
Generator,Generator,Y Phase Voltage,Double,volt,V,READONLY,ABCD
HeatExchanger,Heat Exchanger,Butterfly Modulating Valve Command,Float,percent,%,WRITABLE,ABCD
HeatExchanger,Heat Exchanger,Butterfly Modulating Valve Feedback,Float,percent,%,READONLY,ABCD
HeatExchanger,Heat Exchanger,Butterfly Valve Command,String,unitless,-,WRITABLE,ABCD
HeatExchanger,Heat Exchanger,Butterfly Valve Command Enable,String,unitless,-,WRITABLE,ABCD
HeatExchanger,Heat Exchanger,Butterfly Valve Fail Status,String,unitless,-,READONLY,ABCD
HeatExchanger,Heat Exchanger,Butterfly Valve Status,String,unitless,-,READONLY,ABCD
HeatExchanger,Heat Exchanger,Communication Status,String,unitless,-,READONLY,ABCD
HeatExchanger,Heat Exchanger,CutIn Setpoint,Double,liters per second,L/s,READONLY,ABCD
HeatExchanger,Heat Exchanger,Cutoff Setpoint,Double,liters per second,L/s,READONLY,ABCD
HeatExchanger,Heat Exchanger,Differential Pressure,Double,kilopascal,kPa,READONLY,ABCD
HeatExchanger,Heat Exchanger,Inlet Butterfly Valve Command,String,unitless,-,WRITABLE,ABCD
HeatExchanger,Heat Exchanger,Inlet Butterfly Valve Fail Status,String,unitless,-,READONLY,ABCD
HeatExchanger,Heat Exchanger,Inlet Butterfly Valve Status,String,unitless,-,READONLY,ABCD
HeatExchanger,Heat Exchanger,Inlet Static Pressure,Double,bar,bar,READONLY,ABCD
HeatExchanger,Heat Exchanger,Inlet Strainer Differential Pressure,Double,kilopascal,kPa,READONLY,ABCD
HeatExchanger,Heat Exchanger,Inlet Temperature,Double,celsius,degC,READONLY,ABCD
HeatExchanger,Heat Exchanger,Outlet Butterfly Valve Command,String,unitless,-,WRITABLE,ABCD
HeatExchanger,Heat Exchanger,Outlet Butterfly Valve Fail Status,String,unitless,-,READONLY,ABCD
HeatExchanger,Heat Exchanger,Outlet Butterfly Valve Status,String,unitless,-,READONLY,ABCD
HeatExchanger,Heat Exchanger,Outlet Static Pressure,Double,bar,bar,READONLY,ABCD
HeatExchanger,Heat Exchanger,Outlet Temperature,Double,celsius,degC,READONLY,ABCD
HeatExchanger,Heat Exchanger,Outlet Temperature Setpoint,Double,celsius,degC,WRITABLE,ABCD
HeatExchanger,Heat Exchanger,Primary Differential Pressure,Double,bar,bar,READONLY,ABCD
HeatExchanger,Heat Exchanger,Primary Inlet Static Pressure,Double,bar,bar,READONLY,ABCD
HeatExchanger,Heat Exchanger,Primary Inlet Strainer Differential Pressure,Double,kilopascal,kPa,READONLY,ABCD
HeatExchanger,Heat Exchanger,Primary Outlet Static Pressure,Double,bar,bar,READONLY,ABCD
HeatExchanger,Heat Exchanger,Primary Side Butterfly Valve Command,String,unitless,-,WRITABLE,ABCD
HeatExchanger,Heat Exchanger,Primary Side Butterfly Valve Fail Status,String,unitless,-,READONLY,ABCD
HeatExchanger,Heat Exchanger,Primary Side Butterfly Valve Status,String,unitless,-,READONLY,ABCD
HeatExchanger,Heat Exchanger,Primary Side Flow,Double,cubic meters per hour,cu.m/hr,READONLY,ABCD
HeatExchanger,Heat Exchanger,Primary Side Inlet Temperature,Double,celsius,degC,READONLY,ABCD
HeatExchanger,Heat Exchanger,Primary Side Modulating Valve Auto Setpoint,Double,celsius,degC,READONLY,ABCD
HeatExchanger,Heat Exchanger,Primary Side Modulating Valve Command,Float,percent,%,WRITABLE,ABCD
HeatExchanger,Heat Exchanger,Primary Side Modulating Valve DCP Return Selection,String,unitless,-,READONLY,ABCD
HeatExchanger,Heat Exchanger,Primary Side Modulating Valve Feedback,Float,percent,%,READONLY,ABCD
HeatExchanger,Heat Exchanger,Primary Side Modulating Valve HOA Status,String,unitless,-,READONLY,ABCD
HeatExchanger,Heat Exchanger,Primary Side Modulating Valve Maximum Position,Float,percent,%,READONLY,ABCD
HeatExchanger,Heat Exchanger,Primary Side Modulating Valve Minimum Position,Float,percent,%,READONLY,ABCD
HeatExchanger,Heat Exchanger,Primary Side Modulating Valve Tertiary Supply Selection,String,unitless,-,READONLY,ABCD
HeatExchanger,Heat Exchanger,Primary Side Outlet Temperature,Double,celsius,degC,READONLY,ABCD
HeatExchanger,Heat Exchanger,Primary Supply Strainer Status,String,unitless,-,READONLY,ABCD
HeatExchanger,Heat Exchanger,Return Temperature,Double,celsius,degC,READONLY,ABCD
HeatExchanger,Heat Exchanger,Return Temperature Setpoint,Double,celsius,degC,READONLY,ABCD
HeatExchanger,Heat Exchanger,Run Hours,Double,hour,hr,READONLY,ABCD
HeatExchanger,Heat Exchanger,Secondary Differential Pressure,Double,bar,bar,READONLY,ABCD
HeatExchanger,Heat Exchanger,Secondary Inlet Strainer Differential Pressure,Double,kilopascal,kPa,READONLY,ABCD
HeatExchanger,Heat Exchanger,Secondary Return Strainer Status,String,unitless,-,READONLY,ABCD
HeatExchanger,Heat Exchanger,Secondary Side Flow,Double,cubic meters per hour,cu.m/hr,READONLY,ABCD
HeatExchanger,Heat Exchanger,Secondary Side Inlet Temperature,Double,celsius,degC,READONLY,ABCD
HeatExchanger,Heat Exchanger,Secondary Side Modulating Valve Command,Float,percent,%,WRITABLE,ABCD
HeatExchanger,Heat Exchanger,Secondary Side Modulating Valve Feedback,Float,percent,%,READONLY,ABCD
HeatExchanger,Heat Exchanger,Secondary Side Outlet Temperature,Double,celsius,degC,READONLY,ABCD
HeatExchanger,Heat Exchanger,Secondary Side Valve Command,String,unitless,-,WRITABLE,ABCD
HeatExchanger,Heat Exchanger,Secondary Side Valve Feedback,String,unitless,-,READONLY,ABCD
HeatExchanger,Heat Exchanger,Valve Command,Float,percent,%,WRITABLE,ABCD
HeatPump,Heat Pump,Run Status,String,unitless,-,READONLY,ABCD
HeatPump,Heat Pump,Trip Status,String,unitless,-,READONLY,ABCD
HotWaterMeter,Hot Water Meter,Consumption,Double,cubic meter,cu.m,READONLY,ABCD
HotWaterMeter,Hot Water Meter,Return Flow,Double,cubic meter,cu.m,READONLY,ABCD
HotWaterMeter,Hot Water Meter,Supply Flow,Double,cubic meter,cu.m,READONLY,ABCD
HotWaterSystem,Hot Water System,Solar Thermal Storage Tank Temperature,Double,celsius,degC,READONLY,ABCD
HotWaterSystem,Hot Water System,Storage Tank 01 Temperature,Double,celsius,degC,READONLY,ABCD
HotWaterSystem,Hot Water System,Storage Tank 02 Temperature,Double,celsius,degC,READONLY,ABCD
HotWaterSystem,Hot Water System,Storage Tank 03 Temperature,Double,celsius,degC,READONLY,ABCD
HydroMassagePump,Hydro Massage Pump,Communication Status,String,unitless,-,READONLY,ABCD
HydroMassagePump,Hydro Massage Pump,Run Status,String,unitless,-,READONLY,ABCD
HydroMassagePump,Hydro Massage Pump,Trip Status,String,unitless,-,READONLY,ABCD
IAQThermostat,IAQ Thermostat,Alarm Speaker Status,String,unitless,-,READONLY,ABCD
IAQThermostat,IAQ Thermostat,Data Upload Interval,Integer,unitless,-,READONLY,ABCD
IAQThermostat,IAQ Thermostat,Display Refresh Interval,Integer,unitless,-,READONLY,ABCD
IAQThermostat,IAQ Thermostat,Lock Status,String,unitless,-,READONLY,ABCD
IAQThermostat,IAQ Thermostat,O3,Integer,unitless,-,READONLY,ABCD
IAQThermostat,IAQ Thermostat,Ozone Level,Integer,unitless,-,READONLY,ABCD
IAQThermostat,IAQ Thermostat,PM1.0,Integer,unitless,-,READONLY,ABCD
IAQThermostat,IAQ Thermostat,PM10,Integer,unitless,-,READONLY,ABCD
IAQThermostat,IAQ Thermostat,PM2.5,Integer,unitless,-,READONLY,ABCD
IAQThermostat,IAQ Thermostat,Pressure,Integer,unitless,-,READONLY,ABCD
IAQThermostat,IAQ Thermostat,Screen Status,String,unitless,-,READONLY,ABCD
IAQThermostat,IAQ Thermostat,TVOC,Integer,unitless,-,READONLY,ABCD
IAQThermostat,IAQ Thermostat,Temperature,Double,celsius,degC,READONLY,ABCD
IAQThermostat,IAQ Thermostat,Wifi Strength,Integer,unitless,-,READONLY,ABCD
ITFan,IT Fan,Communication Status,String,unitless,-,READONLY,ABCD
ITFan,IT Fan,HOA Status,String,unitless,-,READONLY,ABCD
ITFan,IT Fan,High Speed Command Status,String,unitless,-,READONLY,ABCD
ITFan,IT Fan,High Speed Trip Status,String,unitless,-,READONLY,ABCD
ITFan,IT Fan,Low Speed Command Status,String,unitless,-,READONLY,ABCD
ITFan,IT Fan,Low Speed Trip Status,String,unitless,-,READONLY,ABCD
ITFan,IT Fan,Run Status,String,unitless,-,READONLY,ABCD
IrrigationPump,Irrigation Pump,Active Power,Double,kilowatt,kW,READONLY,ABCD
IrrigationPump,Irrigation Pump,Communication Status,String,unitless,-,READONLY,ABCD
IrrigationPump,Irrigation Pump,HOA Status,String,unitless,-,READONLY,ABCD
IrrigationPump,Irrigation Pump,Motor Current,Double,ampere,A,READONLY,ABCD
IrrigationPump,Irrigation Pump,Motor Voltage,Double,volt,V,READONLY,ABCD
IrrigationPump,Irrigation Pump,Motor torque,Float,revolutions per minute,rpm,READONLY,ABCD
IrrigationPump,Irrigation Pump,On Off Command,String,unitless,-,WRITABLE,ABCD
IrrigationPump,Irrigation Pump,Output Frequency,Double,hertz,Hz,READONLY,ABCD
IrrigationPump,Irrigation Pump,Run Status,String,unitless,-,READONLY,ABCD
IrrigationPump,Irrigation Pump,Trip Status,String,unitless,-,READONLY,ABCD
IrrigationPump,Irrigation Pump,VFD Speed Feedback,Float,percent,%,READONLY,ABCD
IrrigationPumpCommon,Irrigation Pump Common,Back Wash,String,unitless,-,READONLY,ABCD
IrrigationPumpCommon,Irrigation Pump Common,Common Fault,String,unitless,-,READONLY,ABCD
IrrigationPumpCommon,Irrigation Pump Common,Common Trip Status,String,unitless,-,READONLY,ABCD
IrrigationPumpCommon,Irrigation Pump Common,Communication Status,String,unitless,-,READONLY,ABCD
IrrigationPumpCommon,Irrigation Pump Common,Discharge Flow,Double,cubic meters per hour,cu.m/hr,READONLY,ABCD
IrrigationPumpCommon,Irrigation Pump Common,Discharge Flow Total,Double,cubic meters per hour,cu.m/hr,READONLY,ABCD
IrrigationPumpCommon,Irrigation Pump Common,Dry Run Status,String,unitless,-,READONLY,ABCD
IrrigationPumpCommon,Irrigation Pump Common,Emergency Shutdown,String,unitless,-,READONLY,ABCD
IrrigationPumpCommon,Irrigation Pump Common,Filter Back Flushing,String,unitless,-,READONLY,ABCD
IrrigationPumpCommon,Irrigation Pump Common,Filter Differential Pressure,Float,percent,%,READONLY,ABCD
IrrigationPumpCommon,Irrigation Pump Common,Filter Status,String,unitless,-,READONLY,ABCD
IrrigationPumpCommon,Irrigation Pump Common,Fire Alarm Status,String,unitless,-,READONLY,ABCD
IrrigationPumpCommon,Irrigation Pump Common,Float Switch Mode,String,unitless,-,READONLY,ABCD
IrrigationPumpCommon,Irrigation Pump Common,Incomer Main Breaker,String,unitless,-,READONLY,ABCD
IrrigationPumpCommon,Irrigation Pump Common,Inlet Chamber Flood,String,unitless,-,READONLY,ABCD
IrrigationPumpCommon,Irrigation Pump Common,Leak Status,String,unitless,-,READONLY,ABCD
IrrigationPumpCommon,Irrigation Pump Common,Level Trasmitter Mode,String,unitless,-,READONLY,ABCD
IrrigationPumpCommon,Irrigation Pump Common,Line Pressure,Double,kilopascal,kPa,READONLY,ABCD
IrrigationPumpCommon,Irrigation Pump Common,PLC Status,String,unitless,-,READONLY,ABCD
IrrigationPumpCommon,Irrigation Pump Common,Power Status,String,unitless,-,READONLY,ABCD
IrrigationPumpCommon,Irrigation Pump Common,Pump Room Flood,String,unitless,-,READONLY,ABCD
IrrigationPumpCommon,Irrigation Pump Common,Selector Switch Cyclic,String,unitless,-,READONLY,ABCD
IrrigationPumpCommon,Irrigation Pump Common,Supply Status,String,unitless,-,READONLY,ABCD
IrrigationPumpCommon,Irrigation Pump Common,Transformer Breaker,String,unitless,-,READONLY,ABCD
IrrigationPumpCommon,Irrigation Pump Common,VFD Speed Feedback,Float,percent,%,READONLY,ABCD
IrrigationPumpCommon,Irrigation Pump Common,Water Flow Status,String,unitless,-,READONLY,ABCD
IrrigationTank,Irrigation Tank,Communication Status,String,unitless,-,READONLY,ABCD
IrrigationTank,Irrigation Tank,Dry Run Level,String,unitless,-,READONLY,ABCD
IrrigationTank,Irrigation Tank,High High Level Setpoint,Double,centimeter,cm,WRITABLE,ABCD
IrrigationTank,Irrigation Tank,High Level Setpoint,Double,centimeter,cm,WRITABLE,ABCD
IrrigationTank,Irrigation Tank,High Level Status,String,unitless,-,READONLY,ABCD
IrrigationTank,Irrigation Tank,Level,Double,meter,m,READONLY,ABCD
IrrigationTank,Irrigation Tank,Low Level Setpoint,Double,centimeter,cm,WRITABLE,ABCD
IrrigationTank,Irrigation Tank,Low Level Status,String,unitless,-,READONLY,ABCD
IrrigationTank,Irrigation Tank,Low Low Level Setpoint,Double,centimeter,cm,WRITABLE,ABCD
IrrigationTank,Irrigation Tank,Start Level Setpoint,Double,centimeter,cm,WRITABLE,ABCD
IrrigationTank,Irrigation Tank,Stop Level Setpoint,Double,centimeter,cm,WRITABLE,ABCD
IrrigationTank,Irrigation Tank,Water Level,Float,percent,%,READONLY,ABCD
JETFan,Jet Fan,CO Level Sensor 1,Double,parts per million,ppm,READONLY,ABCD
JETFan,Jet Fan,CO Level Sensor 10,Double,parts per million,ppm,READONLY,ABCD
JETFan,Jet Fan,CO Level Sensor 11,Double,parts per million,ppm,READONLY,ABCD
JETFan,Jet Fan,CO Level Sensor 12,Double,parts per million,ppm,READONLY,ABCD
JETFan,Jet Fan,CO Level Sensor 13,Double,parts per million,ppm,READONLY,ABCD
JETFan,Jet Fan,CO Level Sensor 14,Double,parts per million,ppm,READONLY,ABCD
JETFan,Jet Fan,CO Level Sensor 15,Double,parts per million,ppm,READONLY,ABCD
JETFan,Jet Fan,CO Level Sensor 16,Double,parts per million,ppm,READONLY,ABCD
JETFan,Jet Fan,CO Level Sensor 2,Double,parts per million,ppm,READONLY,ABCD
JETFan,Jet Fan,CO Level Sensor 3,Double,parts per million,ppm,READONLY,ABCD
JETFan,Jet Fan,CO Level Sensor 4,Double,parts per million,ppm,READONLY,ABCD
JETFan,Jet Fan,CO Level Sensor 5,Double,parts per million,ppm,READONLY,ABCD
JETFan,Jet Fan,CO Level Sensor 6,Double,parts per million,ppm,READONLY,ABCD
JETFan,Jet Fan,CO Level Sensor 7,Double,parts per million,ppm,READONLY,ABCD
JETFan,Jet Fan,CO Level Sensor 8,Double,parts per million,ppm,READONLY,ABCD
JETFan,Jet Fan,CO Level Sensor 9,Double,parts per million,ppm,READONLY,ABCD
JETFan,Jet Fan,CO Setpoint,Double,parts per million,ppm,WRITABLE,ABCD
JETFan,Jet Fan,Common Alarm,String,unitless,-,READONLY,ABCD
JETFan,Jet Fan,Communication Status,String,unitless,-,READONLY,ABCD
JETFan,Jet Fan,HOA Status,String,unitless,-,READONLY,ABCD
JETFan,Jet Fan,High Speed Command,String,unitless,-,WRITABLE,ABCD
JETFan,Jet Fan,High Speed Command Status,String,unitless,-,READONLY,ABCD
JETFan,Jet Fan,High Speed Run Status,String,unitless,-,READONLY,ABCD
JETFan,Jet Fan,High Speed Trip Status,String,unitless,-,READONLY,ABCD
JETFan,Jet Fan,Low Speed Command,String,unitless,-,WRITABLE,ABCD
JETFan,Jet Fan,Low Speed Command Status,String,unitless,-,READONLY,ABCD
JETFan,Jet Fan,Low Speed Run Status,String,unitless,-,READONLY,ABCD
JETFan,Jet Fan,Low Speed Trip Status,String,unitless,-,READONLY,ABCD
JETFan,Jet Fan,On Off Command,String,unitless,-,WRITABLE,ABCD
JETFan,Jet Fan,Run Status,String,unitless,-,READONLY,ABCD
JETFan,Jet Fan,Trip Status,String,unitless,-,READONLY,ABCD
KEF,Kitchen Extract Fan,Air Flow Fail Status,String,unitless,-,READONLY,ABCD
KEF,Kitchen Extract Fan,Communication Status,String,unitless,-,READONLY,ABCD
KEF,Kitchen Extract Fan,Damper Command,String,unitless,-,WRITABLE,ABCD
KEF,Kitchen Extract Fan,Damper Status,String,unitless,-,READONLY,ABCD
KEF,Kitchen Extract Fan,Fan Reset,String,unitless,-,WRITABLE,ABCD
KEF,Kitchen Extract Fan,Fire Alarm Status,String,unitless,-,READONLY,ABCD
KEF,Kitchen Extract Fan,HOA Status,String,unitless,-,READONLY,ABCD
KEF,Kitchen Extract Fan,Odour Dirty Status,String,unitless,-,READONLY,ABCD
KEF,Kitchen Extract Fan,On Off Command,String,unitless,-,WRITABLE,ABCD
KEF,Kitchen Extract Fan,Run Status,String,unitless,-,READONLY,ABCD
KEF,Kitchen Extract Fan,System Enable,String,unitless,-,WRITABLE,ABCD
KEF,Kitchen Extract Fan,Trip Status,String,unitless,-,READONLY,ABCD
LPG,LPG,Common Fault,String,unitless,-,READONLY,ABCD
LPG,LPG,Communication Status,String,unitless,-,READONLY,ABCD
LPG,LPG,Fire Status,String,unitless,-,READONLY,ABCD
LPG,LPG,Leak Detection Status,String,unitless,-,READONLY,ABCD
LPG,LPG,Power Status,String,unitless,-,READONLY,ABCD
LPGMeter,LPG Meter,Total Flow,Double,cubic meter,cu.m,READONLY,ABCD
LVPanel,LV Panel,Communication Status,String,unitless,-,READONLY,ABCD
LVPanel,LV Panel,On Off Status,String,unitless,-,READONLY,ABCD
LVPanel,LV Panel,Trip Status,String,unitless,-,READONLY,ABCD
LVPMeter,LV Panel Meter,Active Power,Double,kilowatt,kW,READONLY,ABCD
LVPMeter,LV Panel Meter,Average Current,Double,ampere,A,READONLY,ABCD
LVPMeter,LV Panel Meter,B Phase Current,Double,ampere,A,READONLY,ABCD
LVPMeter,LV Panel Meter,B Phase Imbalance,Float,percent,%,READONLY,ABCD
LVPMeter,LV Panel Meter,B Phase Power,Double,kilowatt,kW,READONLY,ABCD
LVPMeter,LV Panel Meter,B Phase Voltage,Double,volt,V,READONLY,ABCD
LVPMeter,LV Panel Meter,Communication Status,String,unitless,-,READONLY,ABCD
LVPMeter,LV Panel Meter,Energy,Double,kilowatt hour,kW-hr,READONLY,ABCD
LVPMeter,LV Panel Meter,Frequency,Double,hertz,Hz,READONLY,ABCD
LVPMeter,LV Panel Meter,Power Factor,Float,unitless,-,READONLY,ABCD
LVPMeter,LV Panel Meter,R Phase Current,Double,ampere,A,READONLY,ABCD
LVPMeter,LV Panel Meter,R Phase Imbalance,Float,percent,%,READONLY,ABCD
LVPMeter,LV Panel Meter,R Phase Power,Double,kilowatt,kW,READONLY,ABCD
LVPMeter,LV Panel Meter,R Phase Voltage,Double,volt,V,READONLY,ABCD
LVPMeter,LV Panel Meter,Reactive Energy,Double,kilovolt ampere reactive hour,kvar-hr,READONLY,ABCD
LVPMeter,LV Panel Meter,Total Apparent Power,Double,kilovolt ampere,kVA,READONLY,ABCD
LVPMeter,LV Panel Meter,Total Current,Double,ampere,A,READONLY,ABCD
LVPMeter,LV Panel Meter,Total Power,Double,kilowatt,kW,READONLY,ABCD
LVPMeter,LV Panel Meter,Total Reactive Power,Double,volt amps reactive,VAR,READONLY,ABCD
LVPMeter,LV Panel Meter,Voltage Phase R B,Double,volt,V,READONLY,ABCD
LVPMeter,LV Panel Meter,Voltage Phase R Y,Double,volt,V,READONLY,ABCD
LVPMeter,LV Panel Meter,Voltage Phase Y B,Double,volt,V,READONLY,ABCD
LVPMeter,LV Panel Meter,Y Phase Current,Double,ampere,A,READONLY,ABCD
LVPMeter,LV Panel Meter,Y Phase Imbalance,Float,percent,%,READONLY,ABCD
LVPMeter,LV Panel Meter,Y Phase Power,Double,kilowatt,kW,READONLY,ABCD
LVPMeter,LV Panel Meter,Y Phase Voltage,Double,volt,V,READONLY,ABCD
LVPSubMeter,LV Panel Sub Meter,Average Current,Double,ampere,A,READONLY,ABCD
LVPSubMeter,LV Panel Sub Meter,B Phase Current,Double,ampere,A,READONLY,ABCD
LVPSubMeter,LV Panel Sub Meter,B Phase Imbalance,Float,percent,%,READONLY,ABCD
LVPSubMeter,LV Panel Sub Meter,B Phase Power,Double,kilowatt,kW,READONLY,ABCD
LVPSubMeter,LV Panel Sub Meter,B Phase Power Factor,Float,unitless,-,READONLY,ABCD
LVPSubMeter,LV Panel Sub Meter,B Phase Voltage,Double,volt,V,READONLY,ABCD
LVPSubMeter,LV Panel Sub Meter,Communication Status,String,unitless,-,READONLY,ABCD
LVPSubMeter,LV Panel Sub Meter,Energy,Double,kilowatt hour,kW-hr,READONLY,ABCD
LVPSubMeter,LV Panel Sub Meter,Frequency,Double,hertz,Hz,READONLY,ABCD
LVPSubMeter,LV Panel Sub Meter,Neutral Current,Double,ampere,A,READONLY,ABCD
LVPSubMeter,LV Panel Sub Meter,Power Factor,Float,unitless,-,READONLY,ABCD
LVPSubMeter,LV Panel Sub Meter,R Phase Current,Double,ampere,A,READONLY,ABCD
LVPSubMeter,LV Panel Sub Meter,R Phase Imbalance,Float,percent,%,READONLY,ABCD
LVPSubMeter,LV Panel Sub Meter,R Phase Power,Double,kilowatt,kW,READONLY,ABCD
LVPSubMeter,LV Panel Sub Meter,R Phase Power Factor,Float,unitless,-,READONLY,ABCD
LVPSubMeter,LV Panel Sub Meter,R Phase Voltage,Double,volt,V,READONLY,ABCD
LVPSubMeter,LV Panel Sub Meter,Reactive Energy,Double,kilovolt ampere reactive hour,kvar-hr,READONLY,ABCD
LVPSubMeter,LV Panel Sub Meter,Total Apparent Power,Double,kilovolt ampere,kVA,READONLY,ABCD
LVPSubMeter,LV Panel Sub Meter,Total Current,Double,ampere,A,READONLY,ABCD
LVPSubMeter,LV Panel Sub Meter,Total Power,Double,kilowatt,kW,READONLY,ABCD
LVPSubMeter,LV Panel Sub Meter,Total Reactive Power,Double,volt amps reactive,VAR,READONLY,ABCD
LVPSubMeter,LV Panel Sub Meter,Voltage Phase R B,Double,volt,V,READONLY,ABCD
LVPSubMeter,LV Panel Sub Meter,Voltage Phase R Y,Double,volt,V,READONLY,ABCD
LVPSubMeter,LV Panel Sub Meter,Voltage Phase Y B,Double,volt,V,READONLY,ABCD
LVPSubMeter,LV Panel Sub Meter,Y Phase Current,Double,ampere,A,READONLY,ABCD
LVPSubMeter,LV Panel Sub Meter,Y Phase Imbalance,Float,percent,%,READONLY,ABCD
LVPSubMeter,LV Panel Sub Meter,Y Phase Power,Double,kilowatt,kW,READONLY,ABCD
LVPSubMeter,LV Panel Sub Meter,Y Phase Power Factor,Float,unitless,-,READONLY,ABCD
LVPSubMeter,LV Panel Sub Meter,Y Phase Voltage,Double,volt,V,READONLY,ABCD
Lift,Lift,Cabin Call,String,unitless,-,READONLY,ABCD
Lift,Lift,Common Fault,String,unitless,-,READONLY,ABCD
Lift,Lift,Communication Status,String,unitless,-,READONLY,ABCD
Lift,Lift,Earth Leak Status,String,unitless,-,READONLY,ABCD
Lift,Lift,Emergency Status,String,unitless,-,READONLY,ABCD
Lift,Lift,Power Failure,String,unitless,-,READONLY,ABCD
Lift,Lift,Power Status,String,unitless,-,READONLY,ABCD
Lift,Lift,Run Status,String,unitless,-,READONLY,ABCD
Lift,Lift,Trip Status,String,unitless,-,READONLY,ABCD
LPF,Lift Pressurization Fan,Air Flow Fail Status,String,unitless,-,READONLY,ABCD
LPF,Lift Pressurization Fan,Common Fire Alarm,String,unitless,-,READONLY,ABCD
LPF,Lift Pressurization Fan,Communication Status,String,unitless,-,READONLY,ABCD
LPF,Lift Pressurization Fan,Damper Open Fail Alarm,String,unitless,-,READONLY,ABCD
LPF,Lift Pressurization Fan,Damper Status,String,unitless,-,READONLY,ABCD
LPF,Lift Pressurization Fan,HOA Status,String,unitless,-,READONLY,ABCD
LPF,Lift Pressurization Fan,Outside Air Damper Status,String,unitless,-,READONLY,ABCD
LPF,Lift Pressurization Fan,Pressure Setpoint,Double,pascal,Pa,WRITABLE,ABCD
LPF,Lift Pressurization Fan,Run Status,String,unitless,-,READONLY,ABCD
LPF,Lift Pressurization Fan,Static Pressure,Double,pascal,Pa,READONLY,ABCD
LPF,Lift Pressurization Fan,Supply Air Damper Status,String,unitless,-,READONLY,ABCD
LPF,Lift Pressurization Fan,Trip Status,String,unitless,-,READONLY,ABCD
LPF,Lift Pressurization Fan,VFD Maximum Speed Setpoint,Float,percent,%,WRITABLE,ABCD
LPF,Lift Pressurization Fan,VFD Minimum Speed Setpoint,Float,percent,%,WRITABLE,ABCD
LPF,Lift Pressurization Fan,VFD Speed Command,Float,percent,%,WRITABLE,ABCD
LPF,Lift Pressurization Fan,VFD Speed Feedback,Float,percent,%,READONLY,ABCD
LPFCommon,Lift Pressurization Fan Common,Communication Status,String,unitless,-,READONLY,ABCD
LPFCommon,Lift Pressurization Fan Common,Damper Status,String,unitless,-,READONLY,ABCD
LPFCommon,Lift Pressurization Fan Common,Differential Pressure 1,Double,pascal,Pa,READONLY,ABCD
LPFCommon,Lift Pressurization Fan Common,Differential Pressure 2,Double,pascal,Pa,READONLY,ABCD
LPFCommon,Lift Pressurization Fan Common,FA Damper Status,String,unitless,-,READONLY,ABCD
LPFCommon,Lift Pressurization Fan Common,Fire Damper Status,String,unitless,-,READONLY,ABCD
LPFCommon,Lift Pressurization Fan Common,Pressure Setpoint,Double,pascal,Pa,WRITABLE,ABCD
LightingControls,Lighting Control System,Communication Status,String,unitless,-,READONLY,ABCD
LightingControls,Lighting Control System,On Off Command,String,unitless,-,WRITABLE,ABCD
LightingControls,Lighting Control System,On Off Status,String,unitless,-,READONLY,ABCD
LightingControls,Lighting Control System,Power Status,String,unitless,-,READONLY,ABCD
LightingControls,Lighting Control System,Trip Status,String,unitless,-,READONLY,ABCD
LouverDamper,Louver Damper,Communication Status,String,unitless,-,READONLY,ABCD
LouverDamper,Louver Damper,Position,String,unitless,-,READONLY,ABCD
MCCPanel,MCC Panel,Communication Status,String,unitless,-,READONLY,ABCD
MCCPanel,MCC Panel,On Off Status,String,unitless,-,READONLY,ABCD
MCCPanel,MCC Panel,Trip Status,String,unitless,-,READONLY,ABCD
MainSwitchBoard,Main Switch Board,On Off Status,String,unitless,-,READONLY,ABCD
MainSwitchBoard,Main Switch Board,Trip Status,String,unitless,-,READONLY,ABCD
MAHU,MakeUp Air Handling Unit,CHW Return Temperature,Double,celsius,degC,READONLY,ABCD
MAHU,MakeUp Air Handling Unit,CHW Supply Temperature,Double,celsius,degC,READONLY,ABCD
MAHU,MakeUp Air Handling Unit,Fan Fail Alarm,String,unitless,-,READONLY,ABCD
MAHU,MakeUp Air Handling Unit,HOA Status,String,unitless,-,READONLY,ABCD
MAHU,MakeUp Air Handling Unit,Off Coil Temperature,Double,celsius,degC,READONLY,ABCD
MAHU,MakeUp Air Handling Unit,On Off Command,String,unitless,-,WRITABLE,ABCD
MAHU,MakeUp Air Handling Unit,Plant Enable,String,unitless,-,WRITABLE,ABCD
MAHU,MakeUp Air Handling Unit,Plant Reset,String,unitless,-,WRITABLE,ABCD
MAHU,MakeUp Air Handling Unit,Pre Filter Status,String,unitless,-,READONLY,ABCD
